,occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat,age
7231,25807,occ,,,1858,Calliostoma,genus,8628.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7232,25808,occ,,,90539,Angaria,genus,8548.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7233,25809,occ,,,1858,Metriomphalus,genus,8975.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7234,25810,occ,,,90538,Metriomphalus,genus,8975.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7235,25811,occ,,,1858,Eulima,genus,12094.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7236,25812,occ,,,1858,Architectonica,genus,12038.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7237,25813,occ,,,90544,Natica,genus,10166.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7238,25814,occ,,,90539,Prisconatica,genus,85299.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7239,25815,occ,,,1858,Lunatia,genus,10076.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7240,25816,occ,,,90531,Tylostoma,genus,10643.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7241,25818,occ,,,90533,Turritella,genus,10637.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7242,25819,occ,,,90533,Turritella,genus,10637.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7243,25820,occ,,,90532,Turritella seriatimgranulata,species,85315.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7244,25821,occ,,,90533,Nerinea,genus,12144.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7245,25822,occ,,,90531,Nerinea,genus,12144.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7246,25823,occ,,,1858,Nerinea,genus,12144.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7247,25824,occ,,,90532,Nerinea,genus,12144.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7248,25825,occ,,,90531,Nerinea,genus,12144.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7249,25826,occ,,,1858,Nerinea,genus,12144.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7250,25827,occ,,,1858,Cerithium,genus,9632.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7251,25828,occ,,,90538,Gymnocerithium,genus,9926.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7252,25829,occ,,,1858,Anchura,genus,9472.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
7253,25830,occ,,,90531,Anchura,genus,9472.0,Barremian,,129.4,125.0,49,-63.546944,8.964167,130.0
8289,27311,occ,,,2060,Crioceratites,genus,14733.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8290,27312,occ,,,2060,Haploceras grasianum,species,131145.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8291,27313,occ,,F,2060,Lamellaptychus,genus,86697.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8292,27314,occ,,,2060,Euptychoceras meyrati,species,129967.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8293,27315,occ,,,2060,Plesiospitidiscus,genus,15414.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8294,27316,occ,,,2060,Crioceratites,genus,14733.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8295,27317,occ,,,2060,Crioceratites,genus,14733.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8296,27318,occ,,,2060,Pseudothurmannia pseudomalbosi,species,132436.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8297,27319,occ,,,2060,Phylloceras,genus,14492.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8298,27320,occ,,,2060,Anahamulina subcylindrica,species,133067.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8299,27321,occ,,,2060,Anahamulina,genus,14549.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8300,27322,occ,,,2060,Barremites,genus,14606.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8301,27323,occ,,,2060,Acrioceras,genus,14518.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8302,27324,occ,,,2060,Balearites pseudothurmannii,species,132445.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8303,27325,occ,,,2060,Partschiceras,genus,14491.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8304,27326,occ,,,2060,Paraspidoceras,genus,15353.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8305,27327,occ,,,2061,Phylloceras,genus,14492.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8306,27328,occ,,,2061,Balearites pseudothurmannii,species,132445.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8307,27329,occ,,,2061,Lytoceras,genus,15143.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8308,27330,occ,,,2061,Crioceratites,genus,14733.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8309,27331,occ,,,2061,Pseudothurmannia,genus,15540.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8310,27332,occ,,,2061,Crioceratites,genus,14733.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8311,27333,occ,,,2061,Balearites balearis,species,132421.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8312,27334,occ,,,2061,Partschiceras,genus,14491.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8313,27335,occ,,,2061,Haploceras,genus,14963.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8314,27336,occ,,,2061,Duvalia,genus,15862.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8315,27337,occ,,,2061,Crioceratites,genus,14733.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8316,27338,occ,,,2061,Crioceratites emerici,species,299842.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8317,27339,occ,,,2061,Acrioceras,genus,14518.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8318,27340,occ,,F,2061,Lamellaptychus,genus,86697.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8319,27341,occ,,,2061,Anahamulina subcylindrica,species,133067.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8320,27342,occ,,,2061,Pseudothurmannia mortilleti,species,132429.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8321,27343,occ,,,2061,Barremites difficilis,species,322236.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8322,27344,occ,,,2061,Hamulinites,genus,14962.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8355,27377,occ,,,2065,,,,Hauterivian,,132.9,129.4,57,-9.683333,31.4,130.0
8356,27378,occ,,,2065,Codiopsis,genus,32945.0,Hauterivian,,132.9,129.4,57,-9.683333,31.4,130.0
8357,27379,occ,,,2065,Codiopsis,genus,32945.0,Hauterivian,,132.9,129.4,57,-9.683333,31.4,130.0
8358,27380,occ,,,2065,Salenia,genus,32903.0,Hauterivian,,132.9,129.4,57,-9.683333,31.4,130.0
8359,27381,occ,,,2065,Hyposalenia,genus,32895.0,Hauterivian,,132.9,129.4,57,-9.683333,31.4,130.0
8360,27382,occ,,,2065,Pseudocidaris,genus,32926.0,Hauterivian,,132.9,129.4,57,-9.683333,31.4,130.0
8361,27383,occ,,,2065,Sulcirhynchia gillieroni,species,285138.0,Hauterivian,,132.9,129.4,57,-9.683333,31.4,130.0
8362,27384,occ,,,2065,Loriolithyris melaitensis,species,297749.0,Hauterivian,,132.9,129.4,57,-9.683333,31.4,130.0
8363,27385,occ,,,2066,Exogyra (Aetostreon),subgenus,16447.0,Hauterivian,,132.9,129.4,57,-7.881111,31.208889,130.0
8364,27386,occ,,,2066,Choffatella decipiens,species,382649.0,Hauterivian,,132.9,129.4,57,-7.881111,31.208889,130.0
8365,27387,occ,,,2066,Serpulidae,family,54431.0,Hauterivian,,132.9,129.4,57,-7.881111,31.208889,130.0
8366,27388,occ,,,2066,Bryozoa,phylum,24773.0,Hauterivian,,132.9,129.4,57,-7.881111,31.208889,130.0
8367,27389,occ,,,2067,Tetragramma,genus,32929.0,Barremian,,129.4,125.0,57,-7.881111,31.208889,130.0
8368,27390,occ,,,2067,Toxaster,genus,33490.0,Barremian,,129.4,125.0,57,-7.881111,31.208889,130.0
8369,27391,occ,,,2067,Paraspiticeras,genus,15354.0,Barremian,,129.4,125.0,57,-7.881111,31.208889,130.0
8370,27392,occ,,,2067,Torcapella,genus,15741.0,Barremian,,129.4,125.0,57,-7.881111,31.208889,130.0
8371,27393,occ,,,2067,Toxaster,genus,33490.0,Barremian,,129.4,125.0,57,-7.881111,31.208889,130.0
8372,27394,occ,,,2067,Cymatoceras neocomiense,species,313338.0,Barremian,,129.4,125.0,57,-7.881111,31.208889,130.0
8373,27395,occ,,,2067,Pulchellia,genus,15558.0,Barremian,,129.4,125.0,57,-7.881111,31.208889,130.0
8374,27396,occ,,,2067,Pulchellia,genus,15558.0,Barremian,,129.4,125.0,57,-7.881111,31.208889,130.0
8375,27397,occ,,,2068,Rhizocorallium,genus,83909.0,Barremian,,129.4,125.0,57,-8.966667,31.15,130.0
8376,27398,occ,,,2068,Gastropoda,class,8304.0,Barremian,,129.4,125.0,57,-8.966667,31.15,130.0
8377,27399,occ,,,2068,Bivalvia,class,16005.0,Barremian,,129.4,125.0,57,-8.966667,31.15,130.0
8378,27400,occ,,,2068,Choffatella decipiens,species,382649.0,Barremian,,129.4,125.0,57,-8.966667,31.15,130.0
8429,27451,occ,,,2060,,,,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8430,27452,occ,,,2060,Hedbergella,genus,1596.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8431,27453,occ,,,2060,Tintinnopsella,genus,741.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8432,27454,occ,,,2060,Colomisphaera,genus,279478.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8433,27455,occ,,,2060,Colomisphaera,genus,279478.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8434,27456,occ,,,2060,Cadosina,genus,86453.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8435,27457,occ,,,2060,,,,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8436,27458,occ,,,2061,Hedbergella,genus,1596.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8437,27459,occ,,,2061,Cadosina,genus,86453.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8438,27460,occ,,,2061,Colomisphaera,genus,279478.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8439,27461,occ,,,2061,Stomiosphaera,genus,279477.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8440,27462,occ,,,2060,Watznaueria,genus,87795.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8441,27463,occ,,,2060,Watznaueria,genus,87795.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8442,27464,occ,,,2060,Parhabdolithus,genus,87852.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8443,27465,occ,,,2060,Cyclagelosphaera,genus,87800.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8444,27466,occ,,,2060,Discorhabdus ignotus,species,88353.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8445,27467,occ,,,2060,Podorhabdus,genus,87890.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8446,27468,occ,,,2060,Braarudosphaera,genus,87759.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8447,27469,occ,,,2060,Watznaueria,genus,87795.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8448,27470,occ,,,2060,Watznaueria,genus,87795.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8449,27471,occ,,,2060,Cyclagelosphaera rotaclypeata,species,88225.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8450,27472,occ,,,2061,Watznaueria,genus,87795.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8451,27473,occ,,,2061,Watznaueria,genus,87795.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8452,27474,occ,,,2061,Watznaueria,genus,87795.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8453,27475,occ,,,2061,Cretarhabdus,genus,87816.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8454,27476,occ,,,2061,Cyclagelosphaera,genus,87800.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8455,27477,occ,,,2061,Manivitella pemmatoidea,species,88251.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8456,27478,occ,,,2061,Zygolithus,genus,87686.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8457,27479,occ,,,2061,Parhabdolithus,genus,87852.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8458,27480,occ,,,2061,Cretarhabdus conicus,species,88298.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8459,27481,occ,,,2061,Braarudosphaera,genus,87759.0,Hauterivian,Barremian,132.9,125.0,56,18.753611,49.206112,130.0
8467,27507,occ,,IF,2076,Planolites,genus,83907.0,Valanginian,Hauterivian,139.8,129.4,58,-68.5,-70.75,130.0
8468,27508,occ,,,2076,Palaeophycus,genus,83902.0,Valanginian,Hauterivian,139.8,129.4,58,-68.5,-70.75,130.0
8469,27509,occ,,I,2076,Chondrites,genus,83875.0,Valanginian,Hauterivian,139.8,129.4,58,-68.5,-70.75,130.0
8470,27510,occ,,I,2076,Zoophycos,genus,162619.0,Valanginian,Hauterivian,139.8,129.4,58,-68.5,-70.75,130.0
8471,27511,occ,,,2076,Belemnopsis,genus,15846.0,Valanginian,Hauterivian,139.8,129.4,58,-68.5,-70.75,130.0
8472,27512,occ,,,2076,Belemnopsis,genus,15846.0,Valanginian,Hauterivian,139.8,129.4,58,-68.5,-70.75,130.0
8473,27513,occ,,,2076,Olcostephanus,genus,15281.0,Valanginian,Hauterivian,139.8,129.4,58,-68.5,-70.75,130.0
8474,27514,occ,,,2076,Bochianites,genus,14632.0,Valanginian,Hauterivian,139.8,129.4,58,-68.5,-70.75,130.0
8475,27515,occ,,,2076,Belemnopsis,genus,15846.0,Valanginian,Hauterivian,139.8,129.4,58,-68.5,-70.75,130.0
8476,27516,occ,,,2076,Belemnopsis,genus,15846.0,Valanginian,Hauterivian,139.8,129.4,58,-68.5,-70.75,130.0
8477,27517,occ,,,2077,Anopaea,genus,16477.0,Hauterivian,Barremian,132.9,125.0,58,-68.5,-70.75,130.0
8478,27518,occ,,,2077,Kolymia,genus,16742.0,Hauterivian,Barremian,132.9,125.0,58,-68.5,-70.75,130.0
8479,27519,occ,,,2077,Aucellina,genus,16496.0,Hauterivian,Barremian,132.9,125.0,58,-68.5,-70.75,130.0
8480,27520,occ,,,2077,Aucellina,genus,16496.0,Hauterivian,Barremian,132.9,125.0,58,-68.5,-70.75,130.0
8481,27521,occ,,,2077,Aucellina radiatostriata,species,416578.0,Hauterivian,Barremian,132.9,125.0,58,-68.5,-70.75,130.0
8482,27522,occ,,,2077,Inoceramus,genus,16727.0,Hauterivian,Barremian,132.9,125.0,58,-68.5,-70.75,130.0
8483,27523,occ,,,2077,Inoceramus,genus,16727.0,Hauterivian,Barremian,132.9,125.0,58,-68.5,-70.75,130.0
8484,27524,occ,,IF,2077,Planolites,genus,83907.0,Hauterivian,Barremian,132.9,125.0,58,-68.5,-70.75,130.0
8485,27525,occ,,,2077,Palaeophycus,genus,83902.0,Hauterivian,Barremian,132.9,125.0,58,-68.5,-70.75,130.0
8486,27526,occ,,I,2077,Chondrites,genus,83875.0,Hauterivian,Barremian,132.9,125.0,58,-68.5,-70.75,130.0
8487,27527,occ,,I,2077,Zoophycos,genus,162619.0,Hauterivian,Barremian,132.9,125.0,58,-68.5,-70.75,130.0
8521,27561,occ,,,2082,Nuculana,genus,16083.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8522,27562,occ,,,2082,Barbatia,genus,16210.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8523,27563,occ,,,2082,Grammatodon,genus,16246.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8524,27564,occ,,,2082,Oxytoma,genus,16876.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8525,27565,occ,,,2082,Inoceramus,genus,16727.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8526,27566,occ,,,2082,Neocomiceramus neocomiensis,species,90459.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8527,27567,occ,,,2082,Inoceramus,genus,16727.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8528,27568,occ,,,2082,Inoceramus,genus,16727.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8529,27569,occ,,,2082,Mimachlamys robinaldina,species,359174.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8530,27570,occ,,,2082,Camptonectes (Camptonectes) striatopunctatus,species,360391.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8531,27571,occ,,,2082,Exogyra,genus,16655.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8532,27572,occ,,,2082,Anomia laevigata,species,366595.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8533,27573,occ,,,2082,Anomia pseudoradiata,species,366593.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8534,27574,occ,,,2082,Astarte,genus,17370.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8535,27575,occ,,,2082,Cardium,genus,17448.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8536,27576,occ,,,2082,Cardium,genus,17448.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8537,27577,occ,,,2082,Cuneocorbula angulata,species,121734.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8538,27578,occ,,,2082,Panopea,genus,61583.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8539,27579,occ,,,2082,Lamellaerhynchia rostriformis,species,285133.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8540,27580,occ,,,2082,Pentacrinites,genus,32515.0,Hauterivian,,132.9,129.4,59,19.65,50.466667,130.0
8541,27581,occ,,,2083,Nuculana,genus,16083.0,Barremian,,129.4,125.0,59,19.65,50.466667,130.0
8542,27582,occ,,,2083,Barbatia,genus,16210.0,Barremian,,129.4,125.0,59,19.65,50.466667,130.0
8543,27583,occ,,,2083,Grammatodon,genus,16246.0,Barremian,,129.4,125.0,59,19.65,50.466667,130.0
8544,27584,occ,,,2083,Oxytoma,genus,16876.0,Barremian,,129.4,125.0,59,19.65,50.466667,130.0
8545,27585,occ,,,2083,Inoceramus,genus,16727.0,Barremian,,129.4,125.0,59,19.65,50.466667,130.0
8546,27586,occ,,,2083,Inoceramus,genus,16727.0,Barremian,,129.4,125.0,59,19.65,50.466667,130.0
8547,27587,occ,,,2083,Anomia laevigata,species,366595.0,Barremian,,129.4,125.0,59,19.65,50.466667,130.0
8548,27588,occ,,,2083,Anomia pseudoradiata,species,366593.0,Barremian,,129.4,125.0,59,19.65,50.466667,130.0
8549,27589,occ,,,2083,Cardium,genus,17448.0,Barremian,,129.4,125.0,59,19.65,50.466667,130.0
8550,27590,occ,,,2083,Panopea,genus,61583.0,Barremian,,129.4,125.0,59,19.65,50.466667,130.0
8569,27609,occ,,,2089,Nucula,genus,16082.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8570,27610,occ,,,2089,Grammatodon,genus,16246.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8571,27611,occ,,,2089,Cucullaea,genus,16224.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8572,27612,occ,,,2089,Cucullaea,genus,16224.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8573,27613,occ,,,2089,Pinna robinaldina,species,366546.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8574,27614,occ,,,2089,Pinna,genus,16400.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8575,27615,occ,,,2089,Pinna,genus,16400.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8576,27616,occ,,,2089,Gervillaria alaeformis,species,323266.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8577,27617,occ,,,2089,Gervillaria,genus,16674.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8578,27618,occ,,,2089,Gervillaria,genus,16674.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8579,27619,occ,,,2089,Neocomiceramus neocomiensis,species,90459.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8580,27620,occ,,,2089,Isognomon,genus,16730.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8581,27621,occ,,,2089,Entolium orbiculare,species,357747.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8582,27622,occ,,,2089,Camptonectes (Camptonectes) cottaldinus,species,360386.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8583,27623,occ,,,2089,Chlamys archiaciana,species,360535.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8584,27624,occ,,,2089,Chlamys elongata,species,359178.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8585,27625,occ,,,2089,Mimachlamys robinaldina,species,359174.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8586,27626,occ,,,2089,Neithea (Neithea) atava,species,360662.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8587,27627,occ,,,2089,Neithea (Neithella) valangiensis,species,360947.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8588,27628,occ,,,2089,Plicatula,genus,16936.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8589,27629,occ,,,2089,Spondylus,genus,17044.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8590,27630,occ,,,2089,Acesta,genus,16439.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8591,27631,occ,,,2089,Acesta,genus,16439.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8592,27632,occ,,,2089,Ctenoides,genus,16587.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8593,27633,occ,,,2089,Limaria,genus,16767.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8594,27634,occ,,,2089,Aetostreon latissimum,species,425793.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8595,27635,occ,,,2089,Amphidonte (Ceratostreon) boussingaulti,species,163189.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8596,27636,occ,,,2089,Ceratostreon tuberculiferum,species,425799.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8597,27637,occ,,,2089,Rastellum,genus,17002.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8598,27638,occ,,,2089,Trigonia,genus,17287.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
8599,27639,occ,,,2089,Quadratotrigonia nodosa,species,398247.0,Valanginian,Hauterivian,139.8,129.4,60,9.35,40.316666,130.0
